date,PnL,win,winrate,running_bal,peaks,drawdown
2024-08-07,170.13164001,1.0,0.5526315789473685,131508.47534958003,161517.65339434004,-0.18579503487147375
2024-08-08,-84.05961001,0.0,0.5384615384615384,131424.41573957005,161517.65339434004,-0.18631547092439701
2024-08-09,360.98014714,1.0,0.55,131785.39588671003,161517.65339434004,-0.18408054403217264
2024-08-10,-32.18010999,0.0,0.5365853658536586,131753.21577672003,161517.65339434004,-0.1842797799009073
2024-08-11,71.81984997999999,1.0,0.5476190476190477,131825.03562670003,161517.65339434004,-0.18383512355238632
2024-08-12,-2.6806411000000043,0.0,0.5348837209302325,131822.35498560005,161517.65339434004,-0.18385172013513532
2024-08-13,-112.97714006,0.0,0.5227272727272727,131709.37784554003,161517.65339434004,-0.18455119253140762
2024-08-14,10.621900010000003,1.0,0.5333333333333333,131719.99974555004,161517.65339434004,-0.18448542944120175
2024-08-15,165.1341,1.0,0.5434782608695652,131885.13384555004,161517.65339434004,-0.18346303903043454
2024-08-16,8.772380019999998,1.0,0.5531914893617021,131893.90622557004,161517.65339434004,-0.18340872682470563
2024-08-17,-27.74947002,0.0,0.5416666666666666,131866.15675555004,161517.65339434004,-0.18358053138870742
2024-08-18,-15.012879960000001,0.0,0.5306122448979592,131851.14387559003,161517.65339434004,-0.18367348023760724
2024-08-19,4.828310020000001,1.0,0.54,131855.97218561004,161517.65339434004,-0.18364358684875137
2024-08-20,118.92045998,1.0,0.5490196078431373,131974.89264559004,161517.65339434004,-0.1829073177321511
2024-08-21,-651.70055993,0.0,0.5384615384615384,131323.19208566003,161517.65339434004,-0.18694217427095244
2024-08-22,-24.740809950000006,0.0,0.5283018867924528,131298.45127571002,161517.65339434004,-0.18709535139698222
2024-08-23,-161.17199460999996,0.0,0.5185185185185185,131137.27928110003,161517.65339434004,-0.18809321132884052
2024-08-24,107.21676996000001,1.0,0.5272727272727272,131244.49605106004,161517.65339434004,-0.18742940296048685
2024-08-25,-339.45291998,0.0,0.5178571428571429,130905.04313108003,161517.65339434004,-0.18953104889730119
2024-08-26,125.28675001,1.0,0.5263157894736842,131030.32988109003,161517.65339434004,-0.18875536433665374
2024-08-27,-316.94303001,0.0,0.5172413793103449,130713.38685108002,161517.65339434004,-0.1907176453836437
2024-08-28,380.80525808000004,1.0,0.5254237288135594,131094.19210916004,161517.65339434004,-0.18835997580340103
2024-08-29,473.33836190000005,1.0,0.5333333333333333,131567.53047106002,161517.65339434004,-0.1854294084508384
2024-08-30,402.51004707,1.0,0.5409836065573771,131970.04051813003,161517.65339434004,-0.18293735858129692
2024-08-31,56.39098997,1.0,0.5483870967741935,132026.43150810004,161517.65339434004,-0.18258822652802015
2024-09-01,-67.23829524,0.0,0.5396825396825397,131959.19321286003,161517.65339434004,-0.1830045172171614
2024-09-02,137.97725194,1.0,0.546875,132097.17046480003,161517.65339434004,-0.18215026228563927
2024-09-03,215.61983891,1.0,0.5538461538461539,132312.79030371003,161517.65339434004,-0.18081530084719158
2024-09-04,390.43593392,1.0,0.5606060606060606,132703.22623763004,161517.65339434004,-0.1783980051168805
2024-09-05,-18.996709980000002,0.0,0.5522388059701493,132684.22952765002,161517.65339434004,-0.17851561894781967
2024-09-06,-41.679032139999975,0.0,0.5441176470588235,132642.55049551005,161517.65339434004,-0.1787736652434665
2024-09-07,-67.84277002,0.0,0.5362318840579711,132574.70772549004,161517.65339434004,-0.1791936984014172
2024-09-08,138.23666,1.0,0.5428571428571428,132712.94438549003,161517.65339434004,-0.1783378374035949
2024-09-09,-60.391878059999996,0.0,0.5352112676056338,132652.55250743002,161517.65339434004,-0.17871174005009113
2024-09-10,224.38642397,1.0,0.5416666666666666,132876.93893140004,161517.65339434004,-0.17732250228409793
2024-09-11,-5.81914999,0.0,0.5342465753424658,132871.11978141003,161517.65339434004,-0.1773585302344038
2024-09-12,-7.13152,0.0,0.527027027027027,132863.98826141004,161517.65339434004,-0.17740268342664084
2024-09-13,-46.802879999999995,0.0,0.52,132817.18538141003,161517.65339434004,-0.17769245286680063
2024-09-14,-36.90690498,0.0,0.5131578947368421,132780.27847643004,161517.65339434004,-0.17792095361705534
2024-09-15,-29.644174409999998,0.0,0.5064935064935064,132750.63430202004,161517.65339434004,-0.1781044888145215
2024-09-16,13.037218330000002,1.0,0.5128205128205128,132763.67152035004,161517.65339434004,-0.17802377182751725
2024-09-17,13.54374001,1.0,0.5189873417721519,132777.21526036004,161517.65339434004,-0.1779399188261556
2024-09-18,2.757953859999999,1.0,0.525,132779.97321422002,161517.65339434004,-0.17792284357894872
2024-09-19,-51.35191352,0.0,0.5185185185185185,132728.62130070003,161517.65339434004,-0.17824077733071403
2024-09-20,-172.25714594000002,0.0,0.5121951219512195,132556.36415476003,161517.65339434004,-0.17930726846849354
2024-09-21,67.36857,1.0,0.5180722891566265,132623.73272476005,161517.65339434004,-0.17889017121265646
2024-09-22,-63.80402,0.0,0.5119047619047619,132559.92870476004,161517.65339434004,-0.17928519936381612
2024-09-23,-69.39437999,0.0,0.5058823529411764,132490.53432477004,161517.65339434004,-0.17971483896377102
2024-09-24,2.708,1.0,0.5116279069767442,132493.24232477002,161517.65339434004,-0.17969807299458393
2024-09-25,-362.06759993,0.0,0.5057471264367817,132131.17472484004,161517.65339434004,-0.18193973260467006
2024-09-26,-27.922061880000005,0.0,0.5,132103.25266296003,161517.65339434004,-0.18211260573211596
2024-09-27,0.0,0.0,0.4943820224719101,132103.25266296003,161517.65339434004,-0.18211260573211596
2024-09-28,-2.7559866299999998,0.0,0.4888888888888889,132100.49667633005,161517.65339434004,-0.1821296687996635
2024-09-29,97.05974382999999,1.0,0.4945054945054945,132197.55642016005,161517.65339434004,-0.18152874536008728
2024-09-30,-240.04918348,0.0,0.4891304347826087,131957.50723668005,161517.65339434004,-0.1830149555571481
2024-10-01,0.0,0.0,0.4838709677419355,131957.50723668005,161517.65339434004,-0.1830149555571481
2024-10-02,1997.05326894,1.0,0.48936170212765956,133954.56050562003,161517.65339434004,-0.17065065217004874
2024-10-03,683.86750553,1.0,0.49473684210526314,134638.42801115004,161517.65339434004,-0.16641664126685432
2024-10-04,187.97162977999997,1.0,0.5,134826.39964093003,161517.65339434004,-0.16525285745852308
